Hour,Date,HourlyDryBulbTemperatureAmerillo,HourlyRelativeHumidityAmerillo,HourlyWindSpeedAmerillo,HourlyDryBulbTemperatureAustin,HourlyRelativeHumidityAustin,HourlyWindSpeedAustin,HourlyDryBulbTemperatureDallas,HourlyRelativeHumidityDallas,HourlyWindSpeedDallas,HourlyDryBulbTemperatureElPaso,HourlyRelativeHumidityElPaso,HourlyWindSpeedElPaso,HourlyDryBulbTemperatureHoustan,HourlyRelativeHumidityHoustan,HourlyWindSpeedHoustan,HourlyDryBulbTemperatureLaredo,HourlyRelativeHumidityLaredo,HourlyWindSpeedLaredo,HourlyDryBulbTemperatureOdessa,HourlyRelativeHumidityOdessa,HourlyWindSpeedOdessa,HourlyDryBulbTemperatureSanAnto,HourlyRelativeHumiditySanAnto,HourlyWindSpeedSanAnto,HourlyDryBulbTemperatureSweet,HourlyRelativeHumiditySweet,HourlyWindSpeedSweet
13,3/3/2020,54,38,14,73,79,8,63,65,7,56,53,10,83,55,7,80,56,9,57,78,11,74,69,8,63,45,0
14,3/3/2020,55,40,11,74,76,8,64,63,10,43,87,17,82,58,10,81,54,9,58,75,0,76,67,10,67,38,6
15,3/3/2020,57,39,15,75,74,11,66,59,0,45,86,10,80,60,16,81,57,13,58,75,5,74,69,10,66,40,9
16,3/3/2020,57,41,10,74,74,14,67,57,3,46,86,15,79,62,14,80,56,10,56,87,7,73,74,14,64,47,6
17,3/3/2020,57,41,8,74,74,11,67,57,7,45,86,9,76,69,15,80,56,9,55,87,10,75,64,8,59,50,11
18,3/3/2020,55,42,8,74,69,0,64,63,7,45,90,6,74,74,15,79,58,8,56,84,11,73,74,8,55,55,8
19,3/3/2020,49,52,9,73,76,8,60,70,8,45,90,5,72,79,8,78,60,8,53,83,13,72,76,8,54,59,0
20,3/3/2020,45,63,8,71,79,13,60,70,10,46,83,6,70,84,10,75,71,13,53,83,15,71,79,9,53,61,0
21,3/3/2020,48,56,9,70,79,9,58,75,11,46,79,3,70,84,6,74,76,9,51,80,14,71,79,9,50,83,6
22,3/3/2020,47,61,7,69,78,8,58,75,10,46,79,9,70,87,8,73,81,7,50,80,13,70,82,5,50,87,9
23,3/3/2020,47,63,7,68,81,7,58,75,9,45,83,13,70,90,9,73,81,8,49,83,15,70,82,6,49,100,9
24,3/3/2020,43,71,5,68,81,6,58,75,7,43,80,9,70,90,9,73,81,8,49,90,7,70,82,6,49,100,9
1,3/4/2020,43,71,5,69,73,5,58,75,7,41,86,10,70,90,9,73,84,5,49,90,7,69,84,6,50,100,9
2,3/4/2020,37,79,7,66,90,3,58,81,0,41,86,5,70,90,9,72,87,5,52,86,14,69,84,8,50,100,6
3,3/4/2020,38,79,8,66,90,7,56,93,10,41,89,3,69,93,9,72,87,3,52,86,17,69,84,7,50,100,13
4,3/4/2020,38,79,8,67,91,5,55,96,10,41,86,9,69,93,8,72,,3,51,89,11,68,87,9,50,100,13
5,3/4/2020,38,79,10,67,93,8,57,96,18,42,89,3,70,93,8,72,87,0,51,89,5,67,93,7,50,100,14
6,3/4/2020,37,79,8,66,90,5,55,96,17,43,89,0,70,93,10,71,90,5,50,93,5,67,93,6,50,100,17
7,3/4/2020,37,76,9,68,93,3,53,100,21,42,89,3,70,93,7,,,,50,93,9,,,,,,
8,3/4/2020,41,55,14,66,93,5,53,96,14,43,89,3,70,97,11,66,63,18,50,89,8,65,84,11,,,
9,3/4/2020,42,53,17,65,87,9,53,96,11,46,86,0,71,94,6,68,61,20,49,93,14,64,75,16,49,100,14
10,3/4/2020,45,44,20,63,81,21,53,100,17,51,66,6,72,94,8,73,43,22,49,86,10,63,73,17,49,100,11
11,3/4/2020,47,37,20,63,75,22,55,87,18,54,57,7,74,91,9,75,33,22,47,86,15,66,68,20,49,100,8
12,3/4/2020,50,33,13,62,70,11,57,81,16,55,57,10,75,84,9,78,22,16,49,83,3,68,65,13,,,
13,3/4/2020,54,25,7,63,75,22,57,81,20,57,49,8,76,82,6,79,22,16,52,77,23,67,66,10,48,100,17
14,3/4/2020,56,19,10,65,70,18,57,69,25,60,42,6,62,86,22,81,19,16,50,77,28,66,65,10,47,100,14
15,3/4/2020,57,17,9,65,73,17,57,69,17,60,41,8,63,84,25,83,13,23,51,69,28,69,59,6,,,
16,3/4/2020,57,19,5,65,73,8,57,74,9,61,38,8,63,81,21,83,16,22,50,68,24,68,68,10,47,98,10
17,3/4/2020,57,18,7,62,84,10,55,83,13,59,38,10,63,78,15,80,20,24,49,71,18,67,59,25,47,100,14
18,3/4/2020,54,19,6,58,87,3,53,93,18,57,42,9,61,78,23,78,20,21,48,74,18,62,65,23,46,100,10
19,3/4/2020,48,25,9,57,93,15,51,92,15,54,55,13,60,75,13,75,22,17,47,77,14,60,75,16,46,100,8
20,3/4/2020,46,25,11,56,93,13,51,86,16,52,59,13,59,75,8,72,25,15,45,80,10,58,78,20,45,92,9
21,3/4/2020,41,35,11,56,90,10,50,89,10,50,61,9,59,69,6,70,34,16,44,79,0,57,74,15,46,90,0
22,3/4/2020,33,52,11,55,90,15,50,89,10,48,68,6,59,72,6,67,44,13,41,89,6,55,80,15,45,85,0
23,3/4/2020,39,53,16,54,93,13,50,93,13,47,71,6,58,75,10,64,45,13,40,89,7,55,77,15,46,76,0
24,3/4/2020,36,59,13,55,87,13,50,93,5,45,77,0,57,74,14,61,54,20,41,89,10,55,74,17,45,78,0
1,3/5/2020,36,59,13,54,83,7,50,93,5,45,77,0,57,74,14,59,58,16,41,89,10,54,75,18,44,85,8
2,3/5/2020,43,68,22,53,80,11,48,93,5,44,76,0,56,77,13,58,60,17,40,89,7,54,75,11,43,87,9
3,3/5/2020,44,65,20,52,83,10,47,93,5,44,76,0,56,77,11,56,67,14,41,86,10,54,72,14,41,94,10
4,3/5/2020,44,65,18,51,83,7,45,93,10,40,83,6,56,77,14,55,69,10,41,86,10,52,75,9,40,100,10
5,3/5/2020,42,71,15,51,80,9,46,86,8,40,86,3,56,77,15,54,72,16,42,85,9,50,80,6,40,95,13
6,3/5/2020,37,79,11,49,83,5,45,90,10,40,86,5,56,77,11,53,72,13,41,86,9,49,80,5,40,93,13
7,3/5/2020,40,55,16,49,86,5,45,83,6,41,86,0,56,77,14,52,72,14,39,89,8,49,83,9,41,88,13
8,3/5/2020,40,49,16,52,80,7,48,80,11,44,79,0,57,74,11,54,67,14,43,82,5,51,77,9,43,87,11
9,3/5/2020,44,47,28,57,67,10,53,66,7,46,77,0,58,70,15,57,62,14,51,66,9,57,62,10,49,75,15
10,3/5/2020,46,50,29,61,60,8,57,53,7,50,68,3,59,67,17,61,54,11,58,50,14,62,52,8,,,
11,3/5/2020,50,43,24,65,52,7,61,43,9,53,59,0,62,60,15,66,45,11,63,41,11,64,45,13,58,59,15
12,3/5/2020,53,38,22,69,44,5,65,36,9,58,48,0,67,53,13,67,41,9,67,35,14,68,38,9,62,52,13
13,3/5/2020,55,34,21,72,38,10,67,35,14,60,42,0,70,42,15,70,37,8,70,26,10,70,34,11,66,43,13
14,3/5/2020,58,29,18,72,33,13,70,35,13,63,38,6,74,33,21,72,33,13,72,27,14,72,30,13,68,37,8
15,3/5/2020,59,28,17,74,31,14,70,35,10,64,38,5,75,31,14,72,33,3,72,29,11,74,28,11,67,36,11
16,3/5/2020,59,27,15,74,27,18,71,35,11,65,37,0,74,34,15,74,29,10,71,30,13,74,24,14,65,41,17
17,3/5/2020,59,25,10,74,31,11,72,34,16,65,39,6,74,31,13,74,27,7,68,35,13,73,27,15,62,37,13
18,3/5/2020,56,27,11,72,23,5,69,35,9,63,37,11,71,29,9,73,27,7,66,36,16,72,28,10,59,45,9
19,3/5/2020,46,37,9,65,42,8,63,48,9,60,44,7,66,32,7,70,30,5,60,46,15,68,30,5,54,57,0
20,3/5/2020,44,38,8,56,60,0,60,46,10,57,53,7,64,34,3,68,32,3,57,51,14,64,38,0,53,61,3
21,3/5/2020,41,43,8,50,77,0,58,50,10,55,57,8,60,47,6,65,36,0,55,55,13,58,53,5,53,59,0
22,3/5/2020,36,50,7,49,80,0,57,49,9,53,57,8,61,41,10,63,47,0,53,59,10,55,62,6,51,64,10
23,3/5/2020,39,46,6,52,72,3,56,47,13,53,57,8,58,46,5,61,43,0,51,64,9,52,69,7,49,69,0
24,3/5/2020,39,46,5,51,74,3,52,55,11,52,59,6,58,46,3,57,49,0,49,69,7,52,66,3,48,64,9
1,3/6/2020,39,46,5,57,60,0,52,55,11,53,52,3,58,46,3,58,44,3,49,69,7,50,71,6,47,68,9
2,3/6/2020,35,52,5,44,89,0,48,56,13,51,56,8,54,57,0,51,66,0,46,73,7,51,69,8,,,
3,3/6/2020,39,46,8,44,93,5,47,54,13,51,56,3,56,53,10,54,55,3,45,77,7,49,71,8,,,
4,3/6/2020,29,63,7,50,74,11,45,58,7,49,61,3,55,51,7,51,61,0,45,77,5,50,71,7,,,
5,3/6/2020,33,56,7,52,66,13,43,63,7,48,63,7,53,55,6,47,63,0,45,74,3,50,71,6,42,59,0
6,3/6/2020,30,64,11,56,37,7,41,67,3,46,68,0,51,56,9,49,61,0,44,73,5,54,59,7,,,
7,3/6/2020,31,61,9,52,49,13,42,65,7,47,69,8,50,59,7,48,68,5,43,74,8,53,57,9,41,59,0
8,3/6/2020,33,64,7,54,47,13,48,56,7,51,61,0,55,49,8,57,51,6,46,61,9,55,49,8,47,51,0
10,3/6/2020,52,32,14,60,35,18,57,30,9,58,44,11,64,23,23,69,31,6,54,40,16,62,24,17,57,29,0
11,3/6/2020,57,26,16,63,29,20,59,22,10,60,38,20,66,20,18,74,25,15,57,37,16,65,24,16,60,22,11
12,3/6/2020,59,21,22,66,20,11,61,22,8,61,39,18,68,19,10,75,23,8,61,38,21,67,23,13,63,23,0
13,3/6/2020,62,23,20,68,26,15,63,21,13,65,27,14,70,18,10,77,21,10,63,40,16,69,23,9,64,22,0
14,3/6/2020,63,25,21,68,27,14,65,21,13,65,27,16,72,18,13,77,22,6,65,37,15,70,22,11,66,23,6
15,3/6/2020,64,26,20,69,26,11,66,19,10,66,27,17,73,15,10,79,16,13,66,36,17,71,21,11,66,22,10
16,3/6/2020,65,27,22,69,23,13,66,19,7,67,25,16,73,16,8,79,14,14,67,33,18,71,20,13,67,22,8
17,3/6/2020,63,30,20,68,24,8,66,20,5,67,26,11,71,19,9,79,14,15,67,33,17,68,21,11,65,23,9
18,3/6/2020,61,32,21,65,23,0,65,21,3,64,34,14,68,21,9,77,17,13,65,36,15,67,23,9,62,25,9
19,3/6/2020,55,40,13,52,55,5,59,28,6,62,38,14,64,24,6,72,21,11,61,43,14,63,28,5,54,39,6
20,3/6/2020,53,45,17,51,54,6,57,33,6,59,38,10,59,33,7,70,25,15,58,50,13,61,31,5,51,45,0
21,3/6/2020,50,50,15,54,49,0,55,37,5,57,41,7,56,40,5,67,35,15,56,53,14,60,32,5,50,48,0
22,3/6/2020,48,54,16,48,68,0,54,40,5,56,46,8,54,42,0,65,34,13,53,57,9,57,36,3,50,46,0
23,3/6/2020,47,54,17,43,76,0,53,41,3,55,45,8,52,47,0,63,40,14,52,59,13,56,37,6,46,57,0
24,3/6/2020,48,48,15,43,82,0,51,46,0,52,55,7,50,48,0,61,46,7,52,59,13,55,37,3,47,55,13
22,3/7/2020,56,51,18,50,77,7,52,53,11,68,39,9,53,77,5,62,65,11,60,42,18,55,74,11,55,49,15
23,3/7/2020,54,51,20,44,89,0,51,54,10,63,58,9,52,77,7,61,70,10,59,44,18,53,80,8,54,53,22
24,3/7/2020,52,53,21,44,89,0,49,59,9,65,49,11,50,83,5,60,72,11,58,48,16,52,86,8,54,58,23
1,3/7/2020,48,48,15,51,50,0,51,46,0,51,56,5,50,48,0,61,54,7,52,59,13,53,41,0,48,51,11
2,3/7/2020,40,58,7,40,89,0,49,50,0,50,59,9,46,68,0,60,62,8,50,61,10,51,46,0,48,50,11
3,3/7/2020,42,55,14,42,85,0,47,52,5,49,61,9,48,61,5,60,70,7,49,64,9,51,50,0,47,51,13
4,3/7/2020,42,55,17,43,82,0,49,46,5,48,63,9,45,68,0,59,72,7,48,66,9,52,50,0,47,52,11
5,3/7/2020,41,55,16,43,89,0,49,44,0,47,66,7,42,76,9,59,75,9,46,71,8,53,48,0,48,50,13
6,3/7/2020,41,55,20,47,66,0,47,50,5,46,68,9,47,63,6,59,72,9,45,71,8,53,51,5,48,51,14
7,3/7/2020,39,60,16,46,86,0,46,54,3,46,68,8,44,73,6,59,72,5,43,74,8,52,59,0,48,53,13
8,3/7/2020,40,60,16,49,77,0,47,61,3,50,59,8,52,57,11,59,72,5,46,68,7,53,59,0,48,52,14
9,3/7/2020,46,50,24,50,68,3,52,49,11,55,51,5,54,47,17,60,70,8,53,51,16,55,59,3,53,43,17
10,3/7/2020,54,38,26,52,64,0,55,42,15,59,42,3,58,38,16,62,70,16,58,44,22,57,58,0,59,35,21
11,3/7/2020,58,33,29,52,72,3,57,41,15,64,34,5,61,34,9,66,61,9,61,43,22,61,48,10,62,33,22
12,3/7/2020,62,30,24,57,51,7,60,38,16,66,34,0,61,36,8,67,57,15,65,40,21,61,43,14,65,31,23
13,3/7/2020,65,28,29,59,56,5,60,36,16,70,30,5,61,39,10,70,46,10,68,36,20,62,41,11,66,33,18
14,3/7/2020,67,27,25,60,56,8,61,36,17,73,27,3,60,52,9,72,41,13,70,34,22,62,44,10,67,32,21
15,3/7/2020,69,24,28,62,54,9,61,34,16,74,28,7,61,52,7,75,34,15,72,33,23,63,48,14,68,31,17
16,3/7/2020,69,24,28,63,50,14,62,32,20,75,27,8,60,53,9,74,37,15,72,30,21,65,51,15,68,30,18
17,3/7/2020,68,26,26,62,50,13,61,35,17,74,28,8,60,58,13,73,38,16,72,31,21,65,51,14,67,32,22
18,3/7/2020,66,29,21,61,48,7,59,38,17,73,30,6,59,60,9,73,37,16,70,37,22,63,52,11,64,33,17
19,3/7/2020,62,37,21,55,67,7,54,45,8,70,38,5,57,67,11,69,49,13,65,43,14,59,60,9,60,38,11
20,3/7/2020,58,46,17,52,72,3,53,48,9,69,39,7,56,70,10,66,54,15,62,52,14,55,67,8,58,46,15
21,3/7/2020,59,46,24,50,77,3,53,48,9,67,44,11,53,74,9,63,63,15,60,47,13,55,72,9,57,47,16
1,3/8/2020,52,53,21,53,74,5,49,59,9,64,50,13,50,83,5,59,78,8,58,48,16,51,89,6,54,60,23
2,3/8/2020,51,54,22,42,92,0,49,69,8,62,60,11,49,90,0,58,81,8,58,50,15,50,89,6,53,66,23
3,3/8/2020,49,56,18,45,93,0,48,80,11,61,63,11,47,90,5,57,83,6,57,55,18,51,89,3,51,76,20
4,3/8/2020,48,61,20,46,93,0,49,83,7,57,78,0,48,93,6,56,87,7,57,58,22,50,93,0,51,79,17
5,3/8/2020,47,63,18,46,93,0,50,83,10,57,83,3,50,89,5,55,90,6,56,65,18,49,93,3,51,80,18
6,3/8/2020,46,66,18,52,86,6,50,86,11,57,78,8,48,89,7,57,90,9,54,72,16,50,93,0,52,82,21
7,3/8/2020,44,71,16,47,93,0,50,89,13,56,81,9,49,93,8,57,90,8,54,72,17,52,93,0,53,85,23
8,3/8/2020,46,71,15,51,96,3,51,86,11,57,81,9,56,84,10,58,87,7,54,75,17,54,90,3,54,85,21
9,3/8/2020,51,66,18,56,87,7,53,83,15,58,81,5,61,70,13,63,78,11,54,77,16,57,90,7,55,84,24
10,3/8/2020,53,66,20,61,78,9,55,80,14,59,75,6,66,59,16,66,70,17,55,77,20,61,81,10,56,82,23
11,3/8/2020,53,74,16,66,70,15,57,78,16,62,70,5,69,53,16,70,61,17,57,74,15,67,68,13,56,93,21
12,3/8/2020,54,80,22,68,61,7,59,75,14,63,65,3,70,51,18,73,55,16,59,69,15,70,57,15,59,77,24
13,3/8/2020,56,72,24,71,59,21,62,70,17,64,65,3,73,50,20,75,50,16,61,67,16,74,45,20,57,96,21
14,3/8/2020,54,87,22,74,56,18,66,63,20,63,70,8,71,53,14,78,43,17,60,67,18,75,41,16,58,94,24
15,3/8/2020,54,90,21,76,50,14,68,57,20,62,73,6,71,55,18,78,42,18,63,65,23,75,43,17,57,100,20
16,3/8/2020,55,83,18,75,48,21,68,57,20,61,72,9,70,55,18,79,38,18,63,65,17,74,43,17,59,97,18
17,3/8/2020,56,84,23,73,53,17,68,57,20,60,72,15,68,61,21,79,39,17,63,65,24,73,44,18,58,92,22
18,3/8/2020,56,81,18,71,53,11,67,59,15,58,75,15,65,70,16,78,40,15,60,72,22,72,52,18,58,91,21
19,3/8/2020,55,83,17,69,61,15,66,63,14,56,75,11,64,73,18,76,42,16,59,75,22,70,57,22,57,94,21
20,3/8/2020,54,90,15,68,65,15,65,66,13,56,77,0,63,75,15,74,46,11,58,78,24,68,63,15,57,93,20
21,3/8/2020,53,93,17,66,70,15,65,63,15,55,77,6,63,78,17,73,50,14,59,75,20,67,66,16,58,88,22
21,3/8/2020,53,93,18,66,70,15,65,63,15,55,77,6,63,78,17,73,50,14,59,75,20,67,66,16,58,88,22
22,3/8/2020,52,97,8,65,76,13,65,63,18,54,80,11,63,78,14,72,57,15,59,78,18,66,70,16,57,88,21
23,3/8/2020,51,92,13,65,78,13,63,70,18,54,80,7,63,81,18,71,61,17,60,75,18,65,76,15,57,88,20
24,3/8/2020,50,96,16,65,81,14,63,73,22,53,83,8,63,81,15,69,70,20,59,81,16,65,78,13,58,86,18
1,3/9/2020,50,96,16,65,76,9,63,73,22,52,86,7,63,81,15,69,73,13,59,81,16,64,81,13,57,88,21
2,3/9/2020,50,89,16,65,84,15,62,78,20,51,86,9,62,86,14,69,76,14,57,90,9,64,81,13,56,88,15
3,3/9/2020,50,86,24,65,87,18,62,80,17,51,83,8,64,84,14,68,78,15,57,87,8,64,81,9,57,100,16
4,3/9/2020,50,83,23,65,87,15,62,84,17,51,80,6,64,87,9,68,78,14,56,90,10,64,84,7,58,97,11
5,3/9/2020,49,80,22,65,87,15,62,86,18,50,83,5,65,87,5,67,81,11,57,87,11,64,84,8,58,100,11
6,3/9/2020,48,77,20,65,84,0,60,96,15,49,83,3,65,87,8,67,81,8,56,84,11,64,87,8,57,100,11
7,3/9/2020,47,77,14,65,90,10,60,96,18,47,90,5,65,87,8,66,87,5,55,80,8,64,87,10,58,93,10
8,3/9/2020,46,79,15,65,90,14,61,97,18,52,83,5,66,87,10,67,84,5,54,80,8,65,87,8,58,88,15
9,3/9/2020,49,69,22,66,90,11,62,93,18,56,65,3,68,81,8,69,78,8,56,81,10,65,87,6,61,83,16
10,3/9/2020,51,64,23,66,90,8,63,97,21,58,62,6,71,73,13,73,69,14,61,67,10,66,84,11,64,67,14
11,3/9/2020,55,57,17,66,93,7,64,93,22,61,52,3,72,68,9,74,64,10,68,45,17,67,84,11,66,56,15
12,3/9/2020,58,51,11,66,90,0,67,87,21,64,45,8,73,66,13,76,58,11,72,33,14,69,78,10,69,48,15
13,3/9/2020,62,44,11,68,90,6,70,76,21,65,45,7,73,66,7,76,58,16,73,29,15,69,81,0,72,39,11
14,3/9/2020,63,43,9,68,90,7,72,71,20,68,39,14,74,60,10,78,54,10,74,27,14,70,82,0,74,30,14
15,3/9/2020,66,39,11,68,90,6,73,66,18,68,38,10,72,64,8,79,52,8,75,25,9,71,79,0,75,25,15
16,3/9/2020,66,37,9,69,93,7,74,62,20,69,35,,73,66,7,80,51,10,76,21,14,72,73,3,75,23,14
17,3/9/2020,66,33,3,68,93,5,75,58,18,68,33,16,71,71,3,79,52,10,74,18,13,72,71,10,74,22,10
18,3/9/2020,66,34,0,67,91,0,72,68,11,66,36,10,70,79,7,76,62,16,73,24,13,71,71,5,71,31,0
19,3/9/2020,59,46,6,66,96,3,68,84,16,64,43,6,69,84,6,73,71,15,68,36,3,69,78,5,68,30,0
20,3/9/2020,53,57,7,64,100,3,66,87,13,63,43,0,69,87,13,71,79,11,68,36,3,69,81,9,67,34,0
21,3/9/2020,48,66,9,65,97,8,65,90,14,58,60,5,69,84,8,70,84,14,60,53,3,68,81,7,61,43,0
22,3/9/2020,50,66,14,65,97,8,63,93,10,57,64,3,69,87,3,70,84,11,59,60,5,67,84,6,64,34,0
23,3/9/2020,52,61,11,65,93,9,64,90,7,57,62,3,69,87,6,69,87,10,62,65,10,67,84,8,60,43,0
24,3/9/2020,47,77,15,65,93,9,60,96,3,56,67,0,68,87,3,69,87,7,59,72,6,66,84,6,60,44,0
1,3/10/2020,47,77,15,64,93,3,60,96,3,56,67,3,68,87,3,68,87,7,59,72,6,66,87,5,59,59,0
2,3/10/2020,46,83,15,61,97,0,55,74,10,53,74,3,68,87,0,68,87,7,54,83,0,66,87,0,55,77,0
3,3/10/2020,46,83,15,58,93,0,53,77,9,53,74,0,65,90,0,68,87,7,55,83,3,64,90,0,54,91,9
4,3/10/2020,46,83,16,58,97,0,51,83,9,52,75,0,64,93,0,68,87,5,53,83,6,65,90,3,57,93,9
5,3/10/2020,45,86,13,58,97,0,50,83,7,51,80,6,64,96,5,67,91,5,57,87,8,65,90,0,56,100,6
6,3/10/2020,44,89,10,60,93,0,50,80,5,52,75,0,65,93,5,67,91,7,57,87,7,66,87,0,55,100,0
7,3/10/2020,44,89,8,60,96,0,48,86,5,52,80,0,65,97,3,67,93,7,57,93,10,65,90,3,52,100,0
8,3/10/2020,45,93,13,63,97,0,53,77,6,55,74,5,67,93,6,67,91,6,58,90,10,66,87,0,57,100,0
9,3/10/2020,48,89,15,66,93,3,56,67,3,60,65,5,70,87,6,69,87,5,60,86,11,67,87,3,58,100,0
10,3/10/2020,54,72,13,70,84,5,60,62,0,64,56,5,74,74,5,71,84,10,62,80,9,69,84,3,63,88,9
11,3/10/2020,60,60,16,71,79,8,64,60,0,69,41,8,76,67,0,74,76,10,66,70,9,70,82,6,66,74,11
12,3/10/2020,68,42,17,72,71,6,69,57,3,69,42,10,79,58,0,78,64,10,71,59,10,73,74,5,70,66,9
13,3/10/2020,73,29,20,76,69,8,72,59,3,71,28,13,79,56,0,80,60,10,73,57,10,75,66,8,74,55,10
14,3/10/2020,75,24,21,77,66,3,77,56,9,70,31,14,79,58,0,81,57,11,76,48,10,76,64,6,77,47,11
15,3/10/2020,75,25,26,79,60,8,79,52,9,71,31,11,81,53,5,81,57,8,78,40,10,78,62,6,79,40,11
16,3/10/2020,75,24,30,80,58,8,78,56,14,71,32,10,74,82,7,81,57,9,79,31,10,78,60,10,80,34,9
17,3/10/2020,75,23,23,79,60,9,78,56,11,69,38,8,72,87,8,81,57,11,80,31,13,78,58,6,79,34,10
18,3/10/2020,72,29,21,77,60,3,76,60,14,68,39,8,71,90,7,79,60,14,78,33,10,77,62,7,75,39,0
19,3/10/2020,66,39,13,71,76,6,71,79,16,66,43,14,69,90,5,78,60,11,74,41,7,74,67,6,69,51,0
20,3/10/2020,64,43,15,67,87,3,68,84,9,65,47,5,69,90,5,76,64,13,72,48,9,76,64,14,68,52,0
21,3/10/2020,59,51,11,71,81,8,67,84,9,65,45,3,69,87,6,74,71,14,69,61,14,73,74,14,68,55,0
22,3/10/2020,58,56,14,70,84,10,67,84,8,61,54,5,67,87,5,73,79,14,67,71,13,70,82,14,67,61,13
23,3/10/2020,60,53,15,69,84,11,66,87,10,59,60,6,67,87,3,71,84,13,64,78,8,70,82,8,66,72,14
24,3/10/2020,62,44,17,67,91,8,66,90,9,59,60,0,65,90,5,71,81,11,63,84,10,69,84,11,65,78,13
1,3/11/2020,62,44,17,69,81,6,66,90,9,58,62,0,65,90,5,70,82,11,63,84,10,68,84,11,65,81,13
2,3/11/2020,59,42,17,65,93,6,65,90,11,55,72,6,64,93,0,69,84,8,60,90,6,68,84,11,63,85,13
3,3/11/2020,57,45,16,66,90,8,64,93,10,56,67,6,64,90,0,67,91,6,60,90,7,68,84,7,62,96,13
4,3/11/2020,54,51,14,65,93,6,64,96,11,56,72,3,62,93,6,67,91,8,58,93,5,68,84,8,62,100,15
5,3/11/2020,51,52,16,65,93,10,64,96,14,56,72,6,65,93,6,65,93,7,60,90,8,68,84,6,62,100,15
7,3/11/2020,47,63,14,66,93,6,66,90,14,55,77,0,66,90,0,65,97,6,60,96,5,65,90,5,61,100,9
8,3/11/2020,47,63,7,67,93,7,68,87,13,59,67,0,67,91,3,66,93,3,60,96,7,65,93,7,63,99,14
10,3/11/2020,55,59,11,70,84,9,75,66,17,64,54,6,73,74,7,75,71,7,63,90,5,68,84,8,70,75,16
11,3/11/2020,59,54,7,74,76,11,79,60,14,69,47,7,75,66,10,80,60,8,68,76,3,73,71,9,72,66,9
12,3/11/2020,63,48,7,78,60,6,82,53,17,72,38,9,79,58,11,84,53,10,75,46,0,77,60,13,75,50,0
13,3/11/2020,65,45,15,80,62,14,84,49,13,75,33,13,79,54,8,86,49,9,76,37,0,78,56,9,78,42,9
14,3/11/2020,66,43,16,81,61,11,85,48,6,74,36,7,80,54,13,89,41,11,80,30,5,82,51,13,79,39,0
15,3/11/2020,68,40,18,82,56,15,87,43,13,74,36,5,81,51,11,91,37,13,81,32,7,82,49,7,81,36,0
16,3/11/2020,68,40,18,82,55,11,86,46,10,76,33,11,81,49,8,92,34,14,81,29,9,85,45,11,81,33,3
17,3/11/2020,70,37,17,83,53,9,86,43,18,74,36,9,80,52,8,91,34,10,83,26,11,85,43,8,80,33,0
18,3/11/2020,69,38,18,81,51,6,82,55,15,72,38,8,78,58,7,90,34,11,81,28,11,83,48,7,78,37,0
19,3/11/2020,66,43,17,78,60,7,78,62,16,70,42,7,75,64,8,87,37,11,78,32,8,80,49,10,75,42,0
20,3/11/2020,64,45,15,75,66,11,76,67,16,69,44,3,73,74,8,84,43,13,73,41,9,76,56,7,71,54,9
21,3/11/2020,59,56,15,73,71,11,74,74,16,68,45,0,70,82,8,81,47,11,71,44,7,77,62,14,69,62,9
22,3/11/2020,57,62,14,71,79,10,74,71,16,65,54,6,69,84,7,79,52,14,70,46,9,73,74,11,68,70,0
23,3/11/2020,54,69,9,69,84,11,72,76,15,66,52,7,69,87,8,76,60,14,67,57,7,70,79,15,69,71,9
24,3/11/2020,60,60,16,68,87,11,72,73,15,67,49,8,70,82,6,74,62,13,65,66,6,68,84,10,69,70,14
1,3/12/2020,60,60,16,69,78,6,72,73,15,66,50,11,70,82,6,72,68,11,65,66,6,67,87,7,69,69,14
2,3/12/2020,61,54,13,69,87,10,69,81,15,65,54,7,69,84,8,70,79,11,66,70,7,67,87,8,70,66,13
3,3/12/2020,60,56,13,68,87,10,68,84,13,66,52,6,69,84,10,69,84,14,62,80,8,67,87,9,68,68,16
4,3/12/2020,65,42,23,68,87,9,67,87,13,62,62,5,70,82,8,69,84,11,61,81,7,67,87,8,68,67,14
5,3/12/2020,63,45,15,68,87,8,66,90,10,62,65,3,70,79,6,68,87,11,62,80,8,68,81,8,67,69,14
6,3/12/2020,58,56,8,68,81,3,66,90,11,62,65,3,70,82,5,67,91,8,60,84,7,67,81,9,67,71,13
7,3/12/2020,53,64,10,68,84,9,66,93,14,64,60,8,70,79,6,67,91,10,61,81,7,65,87,7,66,72,14
8,3/12/2020,57,58,14,69,84,8,69,84,17,65,59,7,70,79,7,70,84,13,64,75,3,67,84,9,66,74,8
9,3/12/2020,60,53,10,71,79,11,73,76,23,66,59,10,73,69,9,73,76,15,66,63,7,68,81,9,69,68,9
10,3/12/2020,65,45,7,73,74,11,73,74,22,68,51,7,76,64,9,77,66,10,71,49,10,72,71,9,70,67,7
11,3/12/2020,66,43,7,76,67,9,79,62,17,65,63,9,79,56,9,79,62,11,75,41,10,76,62,10,72,62,11
12,3/12/2020,70,37,8,81,53,10,82,56,14,67,55,6,80,54,9,82,55,13,79,38,6,80,58,10,74,58,9
13,3/12/2020,73,30,7,82,56,13,83,55,21,67,55,9,81,53,14,86,48,14,79,36,10,83,53,11,75,45,0
